model,threads,xprs_cuts,nperiod,month,size,inst,nodes,simplexiter,runtime,bestobj,bestbound,actobj,rows,cols,binaries,nonzeros,facets,depth_limit,freq,rootscuts,treecuts,cut_cnt,callback_time,rootbestobj,rootbestbound
GIB,4,-1,168,April,medium,8,18847,437783,103.04,39123.0768,39126.95472,39342.72051,5879,9912,2352,83324,,,,,,,,,
GIB,4,-1,168,April,medium,9,30000,1213395,240.59,38516.69416,38520.51701,39043.9657,5879,9912,2352,78116,,,,,,,,,
GIB,4,-1,168,April,medium,2,74356,1324965,337.19,38431.91628,38435.7141,38933.19272,5879,9912,2352,78284,,,,,,,,,
GIB,4,-1,168,April,medium,5,80944,2066199,487.85,38366.36774,38370.1816,38643.554,5879,9912,2352,82148,,,,,,,,,
GIB,4,-1,168,April,medium,0,393239,10550657,3600.09,36366.24997,36560.89186,37423.90694,5105,9225,2045,240299,,,,,,,,,
GIB,4,-1,168,April,medium,1,405499,11658200,3600.08,37503.96478,37812.46971,38390.4421,6246,9909,2686,332566,,,,,,,,,
GIB,4,-1,168,April,large,4,4686,80640,98.43,38565.93985,38569.78875,39185.48023,6551,16464,2688,166316,,,,,,,,,
GIB,4,-1,168,April,large,1,10723,304074,155.25,38916.00614,38919.87069,39009.84723,6215,16296,2520,151700,,,,,,,,,
GIB,4,-1,168,April,large,2,7285,260671,166.87,38942.02758,38945.80329,39182.73721,13775,17304,3528,188156,,,,,,,,,
GIB,4,-1,168,April,large,5,18562,544901,220.12,39102.05811,39105.96289,39434.82707,7223,16800,3024,169004,,,,,,,,,
GIB,4,-1,168,April,large,9,32882,486402,228.68,38886.76159,38890.64151,39358.82207,7223,16800,3024,167660,,,,,,,,,
GIB,4,-1,168,April,large,0,49081,1401076,754.27,38538.59189,38542.43615,39022.02616,6215,16296,2520,151868,,,,,,,,,
GIB,4,-1,168,April,large,8,125688,3724778,1250.42,39160.00049,39163.90408,39438.53873,7223,16800,3024,168164,,,,,,,,,
GIB,4,-1,168,April,large,7,311077,10313054,3600.03,37908.3597,38057.26825,38508.17057,6535,16034,2785,443935,,,,,,,,,
GIB,4,-1,168,April,large,6,715019,14045617,3600.07,39256.24629,39278.79694,39367.01207,6469,16293,2854,241046,,,,,,,,,
GIB,4,-1,168,April,large,3,230775,12278547,3600.14,38396.31481,38526.56343,38987.6781,4946,13921,1922,326796,,,,,,,,,
DCC,4,-1,168,April,small,2,49,17423,9.63,38355.12058,38356.50393,38777.02943,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,8,27,15846,11.98,37510.17563,37513.00389,38951.84014,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,6,263,21902,12.17,37231.97276,37235.39603,38215.87406,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,4,1382,38128,19.01,35878.8429,35881.36582,38611.12386,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,3,1842,42689,22,37334.31416,37335.00295,38652.39771,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,0,0,5383,22.28,36972.41186,36975.63177,38678.69012,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,5,500,18542,22.96,35204.38348,35204.57681,36498.65344,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,1,19225,192330,72.19,38756.24776,38760.09344,38992.12536,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,9,134785,1424114,331.27,34032.34764,34035.75111,33183.07318,6887,18816,5040,80132,,,,,,,,,
DCC,4,-1,168,April,small,7,493800,17396759,3600.08,31350.94488,31963.03711,31663.34401,5814,16795,4338,137248,,,,,,,,,
DCC,4,-1,168,April,medium,6,13449,314276,377.47,38352.17298,38355.82706,38632.67714,13271,44352,11424,188660,,,,,,,,,
DCC,4,-1,168,April,medium,8,14678,409344,415.07,39123.2166,39127.03304,39342.65822,13271,44352,11424,188660,,,,,,,,,
DCC,4,-1,168,April,medium,9,10758,251116,448.3,38516.69416,38517.7179,39043.9657,13271,44352,11424,188660,,,,,,,,,
DCC,4,-1,168,April,medium,7,13626,208265,482.42,38731.1342,38731.17544,39074.61279,13271,44352,11424,188660,,,,,,,,,
DCC,4,-1,168,April,medium,4,53091,612560,789.43,38598.89359,38602.64413,38850.33701,13271,44352,11424,188660,,,,,,,,,
DCC,4,-1,168,April,medium,0,152923,3198294,3600.06,36301.3282,37084.06895,37048.30566,12505,42949,10990,411556,,,,,,,,,
DCC,4,-1,168,April,medium,3,193992,5349164,3600.11,38187.37441,38197.46251,38731.02263,12465,42674,10882,301876,,,,,,,,,
DCC,4,-1,168,April,medium,1,119804,5000295,3600.11,37544.68841,37989.57437,38204.16109,12348,42263,10770,421292,,,,,,,,,
DCC,4,-1,168,April,medium,2,257291,4270841,3600.17,38422.85108,38618.21172,38896.1563,12310,42548,10864,268643,,,,,,,,,
DCC,4,-1,168,April,medium,5,165718,6468805,3600.08,38366.35207,38431.08972,38647.6044,10378,36109,9114,209511,,,,,,,,,
DCC,4,-1,168,April,large,5,30933,879324,2130.71,39102.0762,39105.97432,39435.48694,23687,86016,21840,365732,,,,,,,,,
DCC,4,-1,168,April,large,1,52175,1688992,3371.7,38916.00866,38919.88872,39009.84722,23687,86016,21840,365732,,,,,,,,,
DCC,4,-1,168,April,large,0,30441,1382318,3600.18,38528.50156,39089.53401,38982.69554,22997,84734,21535,482914,,,,,,,,,
DCC,4,-1,168,April,large,7,46977,2425763,3600.14,36124.48901,38672.20523,35714.3615,23066,84812,21516,432865,,,,,,,,,
DCC,4,-1,168,April,large,3,41378,1792367,3600.15,37058.18065,38857.14356,37976.99089,23036,84725,21474,491683,,,,,,,,,
DCC,4,-1,168,April,large,6,33238,1258059,3600.18,39259.61301,39295.60177,39343.28505,22642,83793,21249,382756,,,,,,,,,
DCC,4,-1,168,April,large,4,12449,1678025,3600.18,38543.96522,38725.07727,39179.56507,16554,61517,15476,347570,,,,,,,,,
DCC,4,-1,168,April,large,2,19661,1272684,3600.09,38942.4816,39005.50212,39177.81263,22938,84981,21569,577838,,,,,,,,,
DCC,4,-1,168,April,large,8,37826,1565809,3600.12,39153.95147,39218.26012,39447.32855,21665,80468,20294,360836,,,,,,,,,
DCC,4,-1,168,April,large,9,35411,1061083,3600.31,38883.93231,38993.60772,39367.01851,22918,84723,21493,744015,,,,,,,,,
CC,4,-1,168,April,small,5,11,15027,6.24,35204.04665,35207.36608,36500.24978,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,2,51,23519,7.8,38355.6898,38358.52678,38780.39566,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,8,183,26660,9.51,37513.00395,37513.04168,38904.11272,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,3,3,18674,9.66,37334.96274,37335.00042,38645.36869,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,6,446,29535,10.3,37231.97276,37234.33303,38215.87406,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,0,3003,77890,19.96,36972.41186,36973.96922,38678.69012,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,4,3720,68651,24.06,35878.8429,35880.98379,38611.12386,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,1,13710,197196,47.13,38756.24776,38759.29744,38992.12553,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,9,35518,675179,134.82,34032.34762,34035.65679,33183.07323,5711,8736,5040,41492,,,,,,,,,
CC,4,-1,168,April,small,7,554614,25039090,3600.04,31371.87909,31687.36869,31705.57781,5261,8124,4785,94314,,,,,,,,,
CC,4,-1,168,April,medium,7,8848,525458,165.24,38731.1343,38734.95453,39074.61304,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,April,medium,6,26042,511001,395.05,38352.18522,38355.95478,38632.74249,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,April,medium,4,30041,411953,445.87,38598.89359,38602.75259,38850.33701,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,April,medium,8,64722,641406,549.05,39123.07669,39126.96146,39342.72175,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,April,medium,9,29333,2462571,873.46,38516.67943,38520.4974,39043.75499,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,April,medium,3,188637,6889150,2332.01,38187.37441,38191.17693,38731.02263,9575,18984,11424,90212,,,,,,,,,
CC,4,-1,168,April,medium,1,208088,9265254,3600.07,37555.00265,37951.78646,38316.61836,9300,18427,11224,243378,,,,,,,,,
CC,4,-1,168,April,medium,5,267270,9483171,3600.05,38366.31047,38418.53176,38647.57412,10039,18477,11254,260785,,,,,,,,,
CC,4,-1,168,April,medium,0,174622,10238067,3600.12,35942.45088,37085.42082,36762.80242,9699,18467,11254,183640,,,,,,,,,
CC,4,-1,168,April,medium,2,259028,7965383,3600.14,38431.16855,38564.78562,38929.02363,9084,18456,11249,206066,,,,,,,,,
CC,4,-1,168,April,large,6,57807,4615523,3600.15,39249.37126,39302.39824,39375.50543,15503,35195,21758,313776,,,,,,,,,
CC,4,-1,168,April,large,0,58873,3192925,3600.1,38535.66644,38922.36337,39027.26939,15219,34946,21586,335282,,,,,,,,,
CC,4,-1,168,April,large,8,94328,3853471,3600.16,39155.16937,39217.56382,39441.95253,11148,25389,15556,203407,,,,,,,,,
CC,4,-1,168,April,large,9,61337,5778155,3600.13,38886.67556,38937.6327,39357.66623,12186,27318,16768,233968,,,,,,,,,
CC,4,-1,168,April,large,1,92439,4020203,3600.1,38905.05982,38966.38296,39010.02314,15435,35204,21765,311012,,,,,,,,,
CC,4,-1,168,April,large,4,67045,3184672,3600.18,38536.13846,38701.67399,39151.74778,15359,34417,21231,360200,,,,,,,,,
CC,4,-1,168,April,large,2,49904,4143948,3600.12,38943.20599,38964.28639,39176.83472,11139,25309,15539,241548,,,,,,,,,
CC,4,-1,168,April,large,3,36042,3226117,3600.23,36558.80898,38770.75176,36968.68368,15567,35195,21756,305084,,,,,,,,,
CC,4,-1,168,April,large,7,63214,3631857,3600.14,37755.83206,38429.31827,38451.80054,16837,35203,21765,423099,,,,,,,,,
CC,4,-1,168,April,large,5,32469,3117196,3601.96,39100.12691,39140.79906,39430.52336,19020,35204,21765,521993,,,,,,,,,
MC,4,-1,168,April,small,3,237,21480,17.34,37334.96605,37337.33398,38645.36787,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,8,1409,83730,43.32,37513.06663,37513.11029,38904.10648,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,2,5148,76913,54.48,38355.69385,38358.48629,38780.39608,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,0,3800,125408,84.82,36972.43171,36973.49706,38678.78065,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,1,17783,367032,151.15,38756.24846,38759.53728,38992.12618,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,5,13977,203204,193.67,35204.3875,35207.70322,36498.65858,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,6,32405,367178,219.21,37231.97395,37235.35638,38215.87424,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,7,53697,2101315,597.19,31377.67333,31380.77408,31659.24799,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,9,121784,1849743,722.3,34032.34833,34035.69124,33183.07351,15623,14448,5040,74420,,,,,,,,,
MC,4,-1,168,April,small,4,407809,13584068,3600.03,35868.22369,36022.41728,38608.17279,12559,12002,3909,89082,,,,,,,,,
MC,4,-1,168,April,medium,8,61949,1873091,1526.99,39123.08508,39126.97206,39342.72221,34775,33600,11424,175220,,,,,,,,,
MC,4,-1,168,April,medium,7,105671,2284307,2682.7,38731.13708,38734.94108,39074.61348,34775,33600,11424,175220,,,,,,,,,
MC,4,-1,168,April,medium,4,101427,2218742,3600.13,38598.89867,38616.29329,38850.33841,26725,26966,8428,167613,,,,,,,,,
MC,4,-1,168,April,medium,9,70516,2119580,3600.13,38516.76762,38532.42645,39042.77201,28319,28810,8884,160896,,,,,,,,,
MC,4,-1,168,April,medium,2,74441,2649007,3600.11,38415.62861,38639.01032,38860.38726,20746,22008,6360,114367,,,,,,,,,
MC,4,-1,168,April,medium,6,106440,4153964,3600.15,38352.17796,38368.64259,38635.28055,28296,28309,9057,182335,,,,,,,,,
MC,4,-1,168,April,medium,3,44482,3084663,3600.29,38116.94293,38360.83539,38487.93487,28377,28323,8927,190972,,,,,,,,,
MC,4,-1,168,April,medium,5,50092,2183621,3600.36,38365.78565,38519.84059,38655.70797,23573,24516,7174,144106,,,,,,,,,
MC,4,-1,168,April,medium,1,37612,1821563,3600.17,37504.64329,38089.04745,38219.44853,24602,25785,7679,143167,,,,,,,,,
MC,4,-1,168,April,medium,0,35235,2412753,3600.44,36310.20936,37133.00869,37366.92854,27109,27325,8497,190890,,,,,,,,,
MC,4,-1,168,April,large,6,10525,644543,1067.98,39213.37907,39213.42437,39330.03427,66023,64848,21840,339860,,,,,,,,,
MC,4,-1,168,April,large,2,44555,1962229,3600.18,38920.65392,39036.89447,39170.09819,49887,52206,16148,305791,,,,,,,,,
MC,4,-1,168,April,large,8,58574,1673431,3600.11,39159.08105,39232.24048,39445.56,51401,53077,16373,300769,,,,,,,,,
MC,4,-1,168,April,large,3,12531,1129281,3600.42,38300.59742,38725.37717,38950.95102,51665,53140,16612,339375,,,,,,,,,
MC,4,-1,168,April,large,9,29686,1550089,3600.3,38885.51408,38948.64561,39347.63796,35213,39474,10173,204288,,,,,,,,,
MC,4,-1,168,April,large,5,43595,1959458,3600.37,39097.92864,39143.63778,39433.285,52325,53684,16578,338200,,,,,,,,,
MC,4,-1,168,April,large,7,12401,1226910,3600.42,37682.10365,38429.19207,38374.62839,51030,52570,15994,307326,,,,,,,,,
MC,4,-1,168,April,large,1,18270,1367752,3600.59,38842.49429,39082.62929,38981.56547,50872,52520,16020,312899,,,,,,,,,
MC,4,-1,168,April,large,0,14859,1005080,3600.6,38353.73112,39058.66708,38822.17435,49751,51146,15865,321519,,,,,,,,,
MC,4,-1,168,April,large,4,6406,634636,3600.82,21821.24639,38827.69364,22167.25895,52465,53973,16507,341709,,,,,,,,,
DLog,4,-1,168,April,small,6,90,17856,16.91,37230.00012,37232.96902,38196.8498,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,April,small,8,112,21560,37.4,37513.00389,37515.60259,38904.11257,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,April,small,2,2590,48298,40.76,38355.6898,38359.37495,38780.39566,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,April,small,4,22503,266664,163.84,35878.8429,35882.40498,38611.12386,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,April,small,5,98148,1082525,618.22,35204.38348,35207.89322,36498.65344,4199,15288,1512,138596,,,,,,,,,
DLog,4,-1,168,April,small,1,824303,13489499,3600.03,38755.46447,38795.13532,39005.68769,2439,11268,850,190081,,,,,,,,,
DLog,4,-1,168,April,small,9,328789,11315882,3600.08,33970.05525,34213.58143,33572.34886,3113,13825,1100,284811,,,,,,,,,
DLog,4,-1,168,April,small,7,185976,10618596,3600.12,31322.45986,31880.28932,31705.64384,3599,14737,1298,329709,,,,,,,,,
DLog,4,-1,168,April,small,3,377104,11887176,3600.12,37333.92988,37432.21915,38673.72627,3417,14603,1243,250868,,,,,,,,,
DLog,4,-1,168,April,medium,9,92413,2780866,3600.15,38403.52399,38748.82968,38881.16352,3884,34101,1510,680197,,,,,,,,,
DLog,4,-1,168,April,medium,4,153128,1782969,3600.11,38573.2658,38649.14978,38811.91478,3762,34101,1510,656000,,,,,,,,,
DLog,4,-1,168,April,medium,3,102387,3992707,3600.06,31936.5034,38677.25289,32392.55259,3878,34101,1510,709679,,,,,,,,,
DLog,4,-1,168,April,medium,6,88486,2437624,3600.28,38217.25849,38404.73932,38502.04069,3580,33547,1342,653333,,,,,,,,,
DLog,4,-1,168,April,medium,8,184495,2214326,3600.15,39032.63782,39220.00683,39273.54464,3729,34101,1510,558611,,,,,,,,,
DLog,4,-1,168,April,medium,5,93276,2412674,3600.33,37913.79191,38527.93332,38367.89259,3622,33774,1376,681889,,,,,,,,,
DLog,4,-1,168,April,medium,0,67166,2807892,3600.39,34075.31527,36799.17416,34973.13561,3984,34101,1510,719697,,,,,,,,,
DLog,4,-1,168,April,medium,7,116422,3649042,3600.42,37798.04312,38913.59045,38182.50352,3885,34101,1510,560678,,,,,,,,,
DLog,4,-1,168,April,medium,2,88900,3090815,3600.31,37608.35448,38695.31148,38063.88276,3861,34101,1510,689737,,,,,,,,,
DLog,4,-1,168,April,medium,1,59118,3081125,3600.53,35907.96154,38360.90056,36796.01974,3906,34101,1510,689639,,,,,,,,,
DLog,4,-1,168,April,large,1,32153,1083468,3600.2,38317.83987,39022.11266,38412.83166,3992,65040,1580,1405791,,,,,,,,,
DLog,4,-1,168,April,large,2,66092,2277414,3600.16,21781.75492,39047.38358,22171.79499,4153,65517,1678,1416494,,,,,,,,,
DLog,4,-1,168,April,large,7,38110,2732128,3600.27,-23101.30883,38646.72196,-22790.58491,4291,65517,1678,1403200,,,,,,,,,
DLog,4,-1,168,April,large,3,64109,3054723,3600.34,11370.7784,38967.64352,11989.65052,4196,65517,1678,1450797,,,,,,,,,
DLog,4,-1,168,April,large,0,58195,2612909,3600.28,1860.43423,39090.05039,1917.085103,4172,65517,1678,1366718,,,,,,,,,
DLog,4,-1,168,April,large,8,49182,1990250,3600.36,27936.84749,39268.22998,28170.88892,4125,65517,1678,1462398,,,,,,,,,
DLog,4,-1,168,April,large,6,51910,1446017,3600.45,37912.41167,39319.47606,38072.23432,4128,65517,1678,1597132,,,,,,,,,
DLog,4,-1,168,April,large,9,33840,1078332,3600.37,38459.5211,39026.98441,38864.80058,4160,65517,1678,1491588,,,,,,,,,
DLog,4,-1,168,April,large,4,48795,2302686,3600.28,25249.88883,38734.20257,25587.59313,4193,65517,1678,1315752,,,,,,,,,
DLog,4,-1,168,April,large,5,35112,1611822,3600.38,38362.40094,39176.25579,38712.29303,4161,65509,1670,1165625,,,,,,,,,
GIB,4,-1,168,December,large,2,90717,2504692,1356.51,174178.0501,174194.998,174775.7801,13775,17304,3528,188156,,,,,,,,,
DCC,4,-1,168,December,large,6,69376,1179422,2444.15,177309.6863,177327.391,177419.6194,23687,86016,21840,365732,,,,,,,,,
DCC,4,-1,168,December,medium,3,65755,3541701,3600.17,173603.8526,174580.1206,175771.0095,12511,43376,11054,620152,,,,,,,,,
DCC,4,-1,168,December,medium,4,139620,2121284,3600.08,173865.0901,173882.7253,175884.2675,12403,43522,11050,495256,,,,,,,,,
DCC,4,-1,168,December,medium,7,113917,3978553,3600.07,175294.9783,175687.4627,176611.0953,11971,42122,10667,518422,,,,,,,,,
DCC,4,-1,168,December,large,9,52615,2077556,3600.33,175875.24,175896.2011,176400.8399,22856,85090,21504,544792,,,,,,,,,
DLog,4,-1,168,June,large,6,97018,1258163,3600.08,68244.32729,68339.21482,69880.77414,3190,54783,1191,1120795,,,,,,,,,
DLog,4,-1,168,April,small,0,208765,7264085,3600.11,36944.6202,37306.68575,38579.90103,3411,14563,1203,246574,,,,,,,,,
